# Logfile created on 2025-12-05 12:41:57 +0200 by logger.rb/v1.6.4
I, [2025-12-05T12:41:57.355938 #8044]  INFO -- : BooksScraper started with BASE_URL=https://books.toscrape.com/
I, [2025-12-05T14:51:54.187006 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull", price=17.93, category="Books">
I, [2025-12-05T14:51:54.187085 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics", price=22.6, category="Books">
I, [2025-12-05T14:51:54.187162 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="The Black Maria", price=52.15, category="Books">
I, [2025-12-05T14:51:54.187237 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Starving Hearts (Triangular Trade Trilogy, #1)", price=13.99, category="Books">
I, [2025-12-05T14:51:54.187324 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Shakespeare's Sonnets", price=20.66, category="Books">
I, [2025-12-05T14:51:54.187407 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Set Me Free", price=17.46, category="Books">
I, [2025-12-05T14:51:54.187482 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Scott Pilgrim's Precious Little Life (Scott Pilgrim #1)", price=52.29, category="Books">
I, [2025-12-05T14:51:54.187557 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Rip it Up and Start Again", price=35.02, category="Books">
I, [2025-12-05T14:51:54.187634 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991", price=57.25, category="Books">
I, [2025-12-05T14:51:54.187710 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Olio", price=23.88, category="Books">
I, [2025-12-05T14:51:54.187781 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Mesaerion: The Best Science Fiction Stories 1800-1849", price=37.59, category="Books">
I, [2025-12-05T14:51:54.187843 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="Libertarianism for Beginners", price=51.33, category="Books">
I, [2025-12-05T14:51:54.187904 #4852]  INFO -- : Item added to MyApplicationMotovilin::Cart: #<MyApplicationMotovilin::Item name="It's Only the Himalayas", price=45.17, category="Books">
I, [2025-12-05T14:51:54.187972 #4852]  INFO -- : Cart initialized with 20 items
I, [2025-12-05T14:51:54.189848 #4852]  INFO -- : Cart saved to CSV: output/data.csv
I, [2025-12-05T14:51:54.191558 #4852]  INFO -- : Cart saved to JSON: output/data.json
I, [2025-12-05T14:51:54.194314 #4852]  INFO -- : Cart saved to text file: output/items.txt
I, [2025-12-05T14:51:54.294991 #4852]  INFO -- : Cart saved to YAML directory (one file per item): config/yaml_config/products/from_cart
I, [2025-12-05T14:51:54.301851 #4852]  INFO -- : Single products YAML saved to config/yaml_config/products/books_from_site.yaml
I, [2025-12-05T14:51:54.302421 #4852]  INFO -- : BooksScraper finished. Saved 20 items.
I, [2025-12-05T14:52:53.597648 #17080]  INFO -- : BooksScraper started with BASE_URL=https://books.toscrape.com/
I, [2025-12-05T14:52:54.295299 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="A Light in the Attic", price=51.77, description="", category="Books", image_path="https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html", rating="Three", availability="In stock", url="https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html">
I, [2025-12-05T14:52:54.295973 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Tipping the Velvet", price=53.74, description="", category="Books", image_path="https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html">
I, [2025-12-05T14:52:54.296389 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Soumission", price=50.1, description="", category="Books", image_path="https://books.toscrape.com/catalogue/soumission_998/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/soumission_998/index.html">
I, [2025-12-05T14:52:54.296792 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Sharp Objects", price=47.82, description="", category="Books", image_path="https://books.toscrape.com/catalogue/sharp-objects_997/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/sharp-objects_997/index.html">
I, [2025-12-05T14:52:54.297355 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Sapiens: A Brief History of Humankind", price=54.23, description="", category="Books", image_path="https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html">
I, [2025-12-05T14:52:54.299052 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Requiem Red", price=22.65, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-requiem-red_995/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/the-requiem-red_995/index.html">
I, [2025-12-05T14:52:54.299749 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Dirty Little Secrets of Getting Your Dream Job", price=33.34, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html">
I, [2025-12-05T14:52:54.300198 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull", price=17.93, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html", rating="Three", availability="In stock", url="https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html">
I, [2025-12-05T14:52:54.300635 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics", price=22.6, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html">
I, [2025-12-05T14:52:54.301061 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="The Black Maria", price=52.15, description="", category="Books", image_path="https://books.toscrape.com/catalogue/the-black-maria_991/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/the-black-maria_991/index.html">
I, [2025-12-05T14:52:54.301435 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Starving Hearts (Triangular Trade Trilogy, #1)", price=13.99, description="", category="Books", image_path="https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html", rating="Two", availability="In stock", url="https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html">
I, [2025-12-05T14:52:54.301983 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Shakespeare's Sonnets", price=20.66, description="", category="Books", image_path="https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html", rating="Four", availability="In stock", url="https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html">
I, [2025-12-05T14:52:54.302825 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Set Me Free", price=17.46, description="", category="Books", image_path="https://books.toscrape.com/catalogue/set-me-free_988/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/set-me-free_988/index.html">
I, [2025-12-05T14:52:54.303423 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Scott Pilgrim's Precious Little Life (Scott Pilgrim #1)", price=52.29, description="", category="Books", image_path="https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html">
I, [2025-12-05T14:52:54.303869 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Rip it Up and Start Again", price=35.02, description="", category="Books", image_path="https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html", rating="Five", availability="In stock", url="https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html">
I, [2025-12-05T14:52:54.304325 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991", price=57.25, description="", category="Books", image_path="https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html", rating="Three", availability="In stock", url="https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html">
I, [2025-12-05T14:52:54.304769 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Olio", price=23.88, description="", category="Books", image_path="https://books.toscrape.com/catalogue/olio_984/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/olio_984/index.html">
I, [2025-12-05T14:52:54.305224 #17080]  INFO -- : Item initialized: #<MyApplicationMotovilin::Item name="Mesaerion: The Best Science Fiction Stories 1800-1849", price=37.59, description="", category="Books", image_path="https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html", rating="One", availability="In stock", url="https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html">
